balanced_rank,raw_rank,ticker,exchange,sector_raw,sector_bucket,firm_type,raw_evidence_priority_score,balanced_evidence_priority_score,liquidity_score,data_completeness_score,finance_sanity_score,source_coverage_score,market_crosscheck_status,finance_crosscheck_status,balance_action,evidence_stage,manual_review_required,reason,stage,eligibility_status,demotion_reason,current_market_rank
48,103,TOS,UPCoM,"Dầu khí / Dầu khí / Thiết bị, Dịch vụ và Phân phối Dầu khí / Thiết bị và Dịch vụ Dầu khí",Dầu khí,non_financial,53.737,53.737,52.0401,87.5,90.0,33.3333,LEGACY_MARKET_MISSING,ONE_SOURCE_ONLY,DEMOTED_STAGE2_GATE,stage_1_provisional_shortlist,True,Current market gate status=BLOCKED_MISSING_MARKET; original_stage=stage_3_final_watchlist; new_stage=stage_1_provisional_shortlist.,stage_1_provisional_shortlist,BLOCKED_MISSING_MARKET,BLOCKED_MISSING_MARKET,48
49,104,TVP,UPCoM,Dược phẩm và Y tế / Y tế / Dược phẩm / Dược phẩm,Dược phẩm và Y tế,non_financial,53.729,53.729,52.0135,87.5,90.0,33.3333,LEGACY_MARKET_MISSING,ONE_SOURCE_ONLY,DEMOTED_STAGE2_GATE,stage_1_provisional_shortlist,True,Current market gate status=BLOCKED_MISSING_MARKET; original_stage=stage_3_final_watchlist; new_stage=stage_1_provisional_shortlist.,stage_1_provisional_shortlist,BLOCKED_MISSING_MARKET,BLOCKED_MISSING_MARKET,49
50,105,VNS,HOSE,Dịch vụ Tiêu dùng / Du lịch và Giải trí / Du lịch & Giải trí / Vận tải hành khách & Du lịch,Dịch vụ Tiêu dùng,non_financial,53.3944,53.3944,50.8981,87.5,90.0,33.3333,LEGACY_MARKET_MISSING,ONE_SOURCE_ONLY,DEMOTED_STAGE2_GATE,stage_1_provisional_shortlist,True,Current market gate status=BLOCKED_MISSING_MARKET; original_stage=stage_3_final_watchlist; new_stage=stage_1_provisional_shortlist.,stage_1_provisional_shortlist,BLOCKED_MISSING_MARKET,BLOCKED_MISSING_MARKET,50
51,11,VHM,HOSE,Tài chính / Bất động sản / Bất động sản / Bất động sản,Tài chính,real_estate,64.671,64.671,88.4867,87.5,90.0,33.3333,LEGACY_MARKET_MISSING,ONE_SOURCE_ONLY,DEMOTED_STAGE2_GATE,stage_1_provisional_shortlist,True,Current market gate status=BLOCKED_MISSING_MARKET; original_stage=stage_2_evidence_candidates; new_stage=stage_1_provisional_shortlist.,stage_1_provisional_shortlist,BLOCKED_MISSING_MARKET,BLOCKED_MISSING_MARKET,51
52,14,VIC,HOSE,Tài chính / Bất động sản / Bất động sản / Bất động sản,Tài chính,real_estate,63.9896,63.9896,86.2152,87.5,90.0,33.3333,LEGACY_MARKET_MISSING,ONE_SOURCE_ONLY,DEMOTED_STAGE2_GATE,stage_1_provisional_shortlist,True,Current market gate status=BLOCKED_MISSING_MARKET; original_stage=stage_2_evidence_candidates; new_stage=stage_1_provisional_shortlist.,stage_1_provisional_shortlist,BLOCKED_MISSING_MARKET,BLOCKED_MISSING_MARKET,52
53,15,VPI,HOSE,Tài chính / Bất động sản / Bất động sản / Bất động sản,Tài chính,real_estate,63.6839,63.6839,85.1963,87.5,90.0,33.3333,LEGACY_MARKET_MISSING,ONE_SOURCE_ONLY,DEMOTED_STAGE2_GATE,stage_1_provisional_shortlist,True,Current market gate status=BLOCKED_MISSING_MARKET; original_stage=stage_2_evidence_candidates; new_stage=stage_1_provisional_shortlist.,stage_1_provisional_shortlist,BLOCKED_MISSING_MARKET,BLOCKED_MISSING_MARKET,53
54,16,TVB,HOSE,Tài chính / Dịch vụ tài chính / Dịch vụ tài chính / Môi giới chứng khoán,Tài chính,securities,63.5387,63.5387,55.129,100.0,100.0,33.3333,LEGACY_MARKET_MISSING,ONE_SOURCE_ONLY,DEMOTED_STAGE2_GATE,stage_1_provisional_shortlist,True,Current market gate status=BLOCKED_MISSING_MARKET; original_stage=stage_2_evidence_candidates; new_stage=stage_1_provisional_shortlist.,stage_1_provisional_shortlist,BLOCKED_MISSING_MARKET,BLOCKED_MISSING_MARKET,54
55,17,WSS,HNX,Tài chính / Dịch vụ tài chính / Dịch vụ tài chính / Môi giới chứng khoán,Tài chính,securities,63.4665,63.4665,54.8885,100.0,100.0,33.3333,LEGACY_MARKET_MISSING,ONE_SOURCE_ONLY,DEMOTED_STAGE2_GATE,stage_1_provisional_shortlist,True,Current market gate status=BLOCKED_MISSING_MARKET; original_stage=stage_2_evidence_candidates; new_stage=stage_1_provisional_shortlist.,stage_1_provisional_shortlist,BLOCKED_MISSING_MARKET,BLOCKED_MISSING_MARKET,55
56,19,VC3,HNX,"Tài chính / Bất động sản / Bất động sản / Tư Vấn, Định giá, Môi giới Bất động sản",Tài chính,real_estate,62.198,62.198,80.2432,87.5,90.0,33.3333,LEGACY_MARKET_MISSING,ONE_SOURCE_ONLY,DEMOTED_STAGE2_GATE,stage_1_provisional_shortlist,True,Current market gate status=BLOCKED_MISSING_MARKET; original_stage=stage_2_evidence_candidates; new_stage=stage_1_provisional_shortlist.,stage_1_provisional_shortlist,BLOCKED_MISSING_MARKET,BLOCKED_MISSING_MARKET,56
57,28,TIG,HNX,Tài chính / Bất động sản / Bất động sản / Bất động sản,Tài chính,real_estate,61.0612,61.0612,76.4542,87.5,90.0,33.3333,LEGACY_MARKET_MISSING,ONE_SOURCE_ONLY,DEMOTED_STAGE2_GATE,stage_1_provisional_shortlist,True,Current market gate status=BLOCKED_MISSING_MARKET; original_stage=stage_2_evidence_candidates; new_stage=stage_1_provisional_shortlist.,stage_1_provisional_shortlist,BLOCKED_MISSING_MARKET,BLOCKED_MISSING_MARKET,57
58,39,TLD,HOSE,Công nghiệp / Xây dựng và Vật liệu / Xây dựng và Vật liệu / Vật liệu xây dựng & Nội thất,Công nghiệp,non_financial,59.2091,59.2091,70.2805,87.5,90.0,33.3333,LEGACY_MARKET_MISSING,ONE_SOURCE_ONLY,DEMOTED_STAGE2_GATE,stage_1_provisional_shortlist,True,Current market gate status=BLOCKED_MISSING_MARKET; original_stage=stage_2_evidence_candidates; new_stage=stage_1_provisional_shortlist.,stage_1_provisional_shortlist,BLOCKED_MISSING_MARKET,BLOCKED_MISSING_MARKET,58
59,40,VC7,HNX,Công nghiệp / Xây dựng và Vật liệu / Xây dựng và Vật liệu / Xây dựng,Công nghiệp,non_financial,58.8684,58.8684,69.1447,87.5,90.0,33.3333,LEGACY_MARKET_MISSING,ONE_SOURCE_ONLY,DEMOTED_STAGE2_GATE,stage_1_provisional_shortlist,True,Current market gate status=BLOCKED_MISSING_MARKET; original_stage=stage_2_evidence_candidates; new_stage=stage_1_provisional_shortlist.,stage_1_provisional_shortlist,BLOCKED_MISSING_MARKET,BLOCKED_MISSING_MARKET,59
60,42,VHG,UPCoM,Công nghiệp / Hàng & Dịch vụ Công nghiệp / Hàng công nghiệp / Công nghiệp phức hợp,Công nghiệp,non_financial,58.7254,58.7254,68.6682,87.5,90.0,33.3333,LEGACY_MARKET_MISSING,ONE_SOURCE_ONLY,DEMOTED_STAGE2_GATE,stage_1_provisional_shortlist,True,Current market gate status=BLOCKED_MISSING_MARKET; original_stage=stage_2_evidence_candidates; new_stage=stage_1_provisional_shortlist.,stage_1_provisional_shortlist,BLOCKED_MISSING_MARKET,BLOCKED_MISSING_MARKET,60
61,43,VTO,HOSE,Công nghiệp / Hàng & Dịch vụ Công nghiệp / Vận tải / Vận tải Thủy,Công nghiệp,non_financial,58.5887,58.5887,68.2122,87.5,90.0,33.3333,LEGACY_MARKET_MISSING,ONE_SOURCE_ONLY,DEMOTED_STAGE2_GATE,stage_1_provisional_shortlist,True,Current market gate status=BLOCKED_MISSING_MARKET; original_stage=stage_2_evidence_candidates; new_stage=stage_1_provisional_shortlist.,stage_1_provisional_shortlist,BLOCKED_MISSING_MARKET,BLOCKED_MISSING_MARKET,61
62,44,VIP,HOSE,Công nghiệp / Hàng & Dịch vụ Công nghiệp / Vận tải / Vận tải Thủy,Công nghiệp,non_financial,58.5594,58.5594,68.1148,87.5,90.0,33.3333,LEGACY_MARKET_MISSING,ONE_SOURCE_ONLY,DEMOTED_STAGE2_GATE,stage_1_provisional_shortlist,True,Current market gate status=BLOCKED_MISSING_MARKET; original_stage=stage_2_evidence_candidates; new_stage=stage_1_provisional_shortlist.,stage_1_provisional_shortlist,BLOCKED_MISSING_MARKET,BLOCKED_MISSING_MARKET,62
63,45,TVC,HNX,Tài chính / Dịch vụ tài chính / Dịch vụ tài chính / Tài chính đặc biệt,Tài chính,non_financial,58.5404,58.5404,68.0513,87.5,90.0,33.3333,LEGACY_MARKET_MISSING,ONE_SOURCE_ONLY,DEMOTED_STAGE2_GATE,stage_1_provisional_shortlist,True,Current market gate status=BLOCKED_MISSING_MARKET; original_stage=stage_2_evidence_candidates; new_stage=stage_1_provisional_shortlist.,stage_1_provisional_shortlist,BLOCKED_MISSING_MARKET,BLOCKED_MISSING_MARKET,63
64,47,TDP,HOSE,Công nghiệp / Hàng & Dịch vụ Công nghiệp / Hàng công nghiệp / Containers & Đóng gói,Công nghiệp,non_financial,58.4128,58.4128,67.6261,87.5,90.0,33.3333,LEGACY_MARKET_MISSING,ONE_SOURCE_ONLY,DEMOTED_STAGE2_GATE,stage_1_provisional_shortlist,True,Current market gate status=BLOCKED_MISSING_MARKET; original_stage=stage_2_evidence_candidates; new_stage=stage_1_provisional_shortlist.,stage_1_provisional_shortlist,BLOCKED_MISSING_MARKET,BLOCKED_MISSING_MARKET,64
65,48,TNT,HOSE,Công nghiệp / Xây dựng và Vật liệu / Xây dựng và Vật liệu / Vật liệu xây dựng & Nội thất,Công nghiệp,non_financial,58.3705,58.3705,67.4849,87.5,90.0,33.3333,LEGACY_MARKET_MISSING,ONE_SOURCE_ONLY,DEMOTED_STAGE2_GATE,stage_1_provisional_shortlist,True,Current market gate status=BLOCKED_MISSING_MARKET; original_stage=stage_2_evidence_candidates; new_stage=stage_1_provisional_shortlist.,stage_1_provisional_shortlist,BLOCKED_MISSING_MARKET,BLOCKED_MISSING_MARKET,65
66,52,TDC,HOSE,"Tài chính / Bất động sản / Bất động sản / Tư Vấn, Định giá, Môi giới Bất động sản",Tài chính,real_estate,58.1441,58.1441,66.7305,87.5,90.0,33.3333,LEGACY_MARKET_MISSING,ONE_SOURCE_ONLY,DEMOTED_STAGE2_GATE,stage_1_provisional_shortlist,True,Current market gate status=BLOCKED_MISSING_MARKET; original_stage=stage_2_evidence_candidates; new_stage=stage_1_provisional_shortlist.,stage_1_provisional_shortlist,BLOCKED_MISSING_MARKET,BLOCKED_MISSING_MARKET,66
67,53,VC2,HNX,Công nghiệp / Xây dựng và Vật liệu / Xây dựng và Vật liệu / Xây dựng,Công nghiệp,non_financial,58.0576,58.0576,66.442,87.5,90.0,33.3333,LEGACY_MARKET_MISSING,ONE_SOURCE_ONLY,DEMOTED_STAGE2_GATE,stage_1_provisional_shortlist,True,Current market gate status=BLOCKED_MISSING_MARKET; original_stage=stage_2_evidence_candidates; new_stage=stage_1_provisional_shortlist.,stage_1_provisional_shortlist,BLOCKED_MISSING_MARKET,BLOCKED_MISSING_MARKET,67
68,54,TV1,UPCoM,Công nghiệp / Hàng & Dịch vụ Công nghiệp / Tư vấn & Hỗ trợ Kinh doanh / Tư vấn & Hỗ trợ KD,Công nghiệp,non_financial,57.9228,57.9228,65.9927,87.5,90.0,33.3333,LEGACY_MARKET_MISSING,ONE_SOURCE_ONLY,DEMOTED_STAGE2_GATE,stage_1_provisional_shortlist,True,Current market gate status=BLOCKED_MISSING_MARKET; original_stage=stage_2_evidence_candidates; new_stage=stage_1_provisional_shortlist.,stage_1_provisional_shortlist,BLOCKED_MISSING_MARKET,BLOCKED_MISSING_MARKET,68
69,55,VUA,UPCoM,Tài chính / Dịch vụ tài chính / Dịch vụ tài chính / Môi giới chứng khoán,Tài chính,securities,57.8615,57.8615,36.2048,100.0,100.0,33.3333,LEGACY_MARKET_MISSING,ONE_SOURCE_ONLY,DEMOTED_STAGE2_GATE,stage_1_provisional_shortlist,True,Current market gate status=BLOCKED_MISSING_MARKET; original_stage=stage_2_evidence_candidates; new_stage=stage_1_provisional_shortlist.,stage_1_provisional_shortlist,BLOCKED_MISSING_MARKET,BLOCKED_MISSING_MARKET,69
70,56,TTH,HNX,Nguyên vật liệu / Tài nguyên Cơ bản / Kim loại / Thép và sản phẩm thép,Nguyên vật liệu,non_financial,57.7002,57.7002,65.2507,87.5,90.0,33.3333,LEGACY_MARKET_MISSING,ONE_SOURCE_ONLY,DEMOTED_STAGE2_GATE,stage_1_provisional_shortlist,True,Current market gate status=BLOCKED_MISSING_MARKET; original_stage=stage_2_evidence_candidates; new_stage=stage_1_provisional_shortlist.,stage_1_provisional_shortlist,BLOCKED_MISSING_MARKET,BLOCKED_MISSING_MARKET,70
71,57,TDH,HOSE,Tài chính / Bất động sản / Bất động sản / Bất động sản,Tài chính,real_estate,57.5793,57.5793,64.8476,87.5,90.0,33.3333,LEGACY_MARKET_MISSING,ONE_SOURCE_ONLY,DEMOTED_STAGE2_GATE,stage_1_provisional_shortlist,True,Current market gate status=BLOCKED_MISSING_MARKET; original_stage=stage_2_evidence_candidates; new_stage=stage_1_provisional_shortlist.,stage_1_provisional_shortlist,BLOCKED_MISSING_MARKET,BLOCKED_MISSING_MARKET,71
72,58,VNH,UPCoM,Tài chính / Dịch vụ tài chính / Quỹ đầu tư / Quỹ đầu tư,Tài chính,non_financial,57.3548,57.3548,64.0994,87.5,90.0,33.3333,LEGACY_MARKET_MISSING,ONE_SOURCE_ONLY,DEMOTED_STAGE2_GATE,stage_1_provisional_shortlist,True,Current market gate status=BLOCKED_MISSING_MARKET; original_stage=stage_2_evidence_candidates; new_stage=stage_1_provisional_shortlist.,stage_1_provisional_shortlist,BLOCKED_MISSING_MARKET,BLOCKED_MISSING_MARKET,72
73,60,TVD,HNX,Nguyên vật liệu / Tài nguyên Cơ bản / Khai khoáng / Khai thác Than,Nguyên vật liệu,non_financial,57.2469,57.2469,63.7397,87.5,90.0,33.3333,LEGACY_MARKET_MISSING,ONE_SOURCE_ONLY,DEMOTED_STAGE2_GATE,stage_1_provisional_shortlist,True,Current market gate status=BLOCKED_MISSING_MARKET; original_stage=stage_2_evidence_candidates; new_stage=stage_1_provisional_shortlist.,stage_1_provisional_shortlist,BLOCKED_MISSING_MARKET,BLOCKED_MISSING_MARKET,73
74,61,TPC,HOSE,"Nguyên vật liệu / Hóa chất / Hóa chất / Nhựa, cao su & sợi",Nguyên vật liệu,non_financial,57.2423,57.2423,63.7242,87.5,90.0,33.3333,LEGACY_MARKET_MISSING,ONE_SOURCE_ONLY,DEMOTED_STAGE2_GATE,stage_1_provisional_shortlist,True,Current market gate status=BLOCKED_MISSING_MARKET; original_stage=stage_2_evidence_candidates; new_stage=stage_1_provisional_shortlist.,stage_1_provisional_shortlist,BLOCKED_MISSING_MARKET,BLOCKED_MISSING_MARKET,74
75,62,VPH,HOSE,Tài chính / Bất động sản / Bất động sản / Bất động sản,Tài chính,real_estate,57.1117,57.1117,63.289,87.5,90.0,33.3333,LEGACY_MARKET_MISSING,ONE_SOURCE_ONLY,DEMOTED_STAGE2_GATE,stage_1_provisional_shortlist,True,Current market gate status=BLOCKED_MISSING_MARKET; original_stage=stage_2_evidence_candidates; new_stage=stage_1_provisional_shortlist.,stage_1_provisional_shortlist,BLOCKED_MISSING_MARKET,BLOCKED_MISSING_MARKET,75
76,63,THD,HNX,"Tài chính / Bất động sản / Bất động sản / Tư Vấn, Định giá, Môi giới Bất động sản",Tài chính,real_estate,57.0679,57.0679,63.1431,87.5,90.0,33.3333,LEGACY_MARKET_MISSING,ONE_SOURCE_ONLY,DEMOTED_STAGE2_GATE,stage_1_provisional_shortlist,True,Current market gate status=BLOCKED_MISSING_MARKET; original_stage=stage_2_evidence_candidates; new_stage=stage_1_provisional_shortlist.,stage_1_provisional_shortlist,BLOCKED_MISSING_MARKET,BLOCKED_MISSING_MARKET,76
77,64,XMC,UPCoM,Công nghiệp / Xây dựng và Vật liệu / Xây dựng và Vật liệu / Vật liệu xây dựng & Nội thất,Công nghiệp,non_financial,57.0622,57.0622,63.1242,87.5,90.0,33.3333,LEGACY_MARKET_MISSING,ONE_SOURCE_ONLY,DEMOTED_STAGE2_GATE,stage_1_provisional_shortlist,True,Current market gate status=BLOCKED_MISSING_MARKET; original_stage=stage_2_evidence_candidates; new_stage=stage_1_provisional_shortlist.,stage_1_provisional_shortlist,BLOCKED_MISSING_MARKET,BLOCKED_MISSING_MARKET,77
78,67,VTV,HNX,Công nghiệp / Xây dựng và Vật liệu / Xây dựng và Vật liệu / Vật liệu xây dựng & Nội thất,Công nghiệp,non_financial,56.7382,56.7382,62.0442,87.5,90.0,33.3333,LEGACY_MARKET_MISSING,ONE_SOURCE_ONLY,DEMOTED_STAGE2_GATE,stage_1_provisional_shortlist,True,Current market gate status=BLOCKED_MISSING_MARKET; original_stage=stage_2_evidence_candidates; new_stage=stage_1_provisional_shortlist.,stage_1_provisional_shortlist,BLOCKED_MISSING_MARKET,BLOCKED_MISSING_MARKET,78
79,69,TV4,HNX,Công nghiệp / Hàng & Dịch vụ Công nghiệp / Tư vấn & Hỗ trợ Kinh doanh / Tư vấn & Hỗ trợ KD,Công nghiệp,non_financial,56.3407,56.3407,60.7191,87.5,90.0,33.3333,LEGACY_MARKET_MISSING,ONE_SOURCE_ONLY,DEMOTED_STAGE2_GATE,stage_1_provisional_shortlist,True,Current market gate status=BLOCKED_MISSING_MARKET; original_stage=stage_2_evidence_candidates; new_stage=stage_1_provisional_shortlist.,stage_1_provisional_shortlist,BLOCKED_MISSING_MARKET,BLOCKED_MISSING_MARKET,79
80,71,VNP,UPCoM,"Nguyên vật liệu / Hóa chất / Hóa chất / Nhựa, cao su & sợi",Nguyên vật liệu,non_financial,56.0529,56.0529,59.7596,87.5,90.0,33.3333,LEGACY_MARKET_MISSING,ONE_SOURCE_ONLY,DEMOTED_STAGE2_GATE,stage_1_provisional_shortlist,True,Current market gate status=BLOCKED_MISSING_MARKET; original_stage=stage_2_evidence_candidates; new_stage=stage_1_provisional_shortlist.,stage_1_provisional_shortlist,BLOCKED_MISSING_MARKET,BLOCKED_MISSING_MARKET,80
81,72,VCS,HNX,Công nghiệp / Xây dựng và Vật liệu / Xây dựng và Vật liệu / Vật liệu xây dựng & Nội thất,Công nghiệp,non_financial,55.9269,55.9269,59.3395,87.5,90.0,33.3333,LEGACY_MARKET_MISSING,ONE_SOURCE_ONLY,DEMOTED_STAGE2_GATE,stage_1_provisional_shortlist,True,Current market gate status=BLOCKED_MISSING_MARKET; original_stage=stage_2_evidence_candidates; new_stage=stage_1_provisional_shortlist.,stage_1_provisional_shortlist,BLOCKED_MISSING_MARKET,BLOCKED_MISSING_MARKET,81
82,73,VLF,UPCoM,Hàng Tiêu dùng / Thực phẩm và đồ uống / Sản xuất thực phẩm / Thực phẩm,Hàng Tiêu dùng,non_financial,55.5668,55.5668,64.8061,87.5,80.0,33.3333,LEGACY_MARKET_MISSING,ONE_SOURCE_ONLY,DEMOTED_STAGE2_GATE,stage_1_provisional_shortlist,True,Current market gate status=BLOCKED_MISSING_MARKET; original_stage=stage_2_evidence_candidates; new_stage=stage_1_provisional_shortlist.,stage_1_provisional_shortlist,BLOCKED_MISSING_MARKET,BLOCKED_MISSING_MARKET,82
83,74,VIS,HOSE,Nguyên vật liệu / Tài nguyên Cơ bản / Kim loại / Thép và sản phẩm thép,Nguyên vật liệu,non_financial,55.4998,55.4998,57.916,87.5,90.0,33.3333,PUBLIC_FILE_MISSING,ONE_SOURCE_ONLY,DEMOTED_STAGE2_GATE,stage_1_provisional_shortlist,True,Current market gate status=BLOCKED_MISSING_MARKET; original_stage=stage_2_evidence_candidates; new_stage=stage_1_provisional_shortlist.,stage_1_provisional_shortlist,BLOCKED_MISSING_MARKET,BLOCKED_MISSING_MARKET,83
84,75,THT,HNX,Nguyên vật liệu / Tài nguyên Cơ bản / Khai khoáng / Khai thác Than,Nguyên vật liệu,non_financial,55.494,55.494,57.8966,87.5,90.0,33.3333,LEGACY_MARKET_MISSING,ONE_SOURCE_ONLY,DEMOTED_STAGE2_GATE,stage_1_provisional_shortlist,True,Current market gate status=BLOCKED_MISSING_MARKET; original_stage=stage_2_evidence_candidates; new_stage=stage_1_provisional_shortlist.,stage_1_provisional_shortlist,BLOCKED_MISSING_MARKET,BLOCKED_MISSING_MARKET,84
85,76,TDT,HNX,Hàng Tiêu dùng / Hàng cá nhân & Gia dụng / Hàng cá nhân / Hàng May mặc,Hàng Tiêu dùng,non_financial,55.4486,55.4486,57.7455,87.5,90.0,33.3333,LEGACY_MARKET_MISSING,ONE_SOURCE_ONLY,DEMOTED_STAGE2_GATE,stage_1_provisional_shortlist,True,Current market gate status=BLOCKED_MISSING_MARKET; original_stage=stage_2_evidence_candidates; new_stage=stage_1_provisional_shortlist.,stage_1_provisional_shortlist,BLOCKED_MISSING_MARKET,BLOCKED_MISSING_MARKET,85
86,77,TRC,HOSE,"Nguyên vật liệu / Hóa chất / Hóa chất / Nhựa, cao su & sợi",Nguyên vật liệu,non_financial,55.3493,55.3493,57.4142,87.5,90.0,33.3333,LEGACY_MARKET_MISSING,ONE_SOURCE_ONLY,DEMOTED_STAGE2_GATE,stage_1_provisional_shortlist,True,Current market gate status=BLOCKED_MISSING_MARKET; original_stage=stage_2_evidence_candidates; new_stage=stage_1_provisional_shortlist.,stage_1_provisional_shortlist,BLOCKED_MISSING_MARKET,BLOCKED_MISSING_MARKET,86
87,78,TIP,HOSE,Tài chính / Bất động sản / Bất động sản / Bất động sản,Tài chính,real_estate,55.2853,55.2853,57.2009,87.5,90.0,33.3333,LEGACY_MARKET_MISSING,ONE_SOURCE_ONLY,DEMOTED_STAGE2_GATE,stage_1_provisional_shortlist,True,Current market gate status=BLOCKED_MISSING_MARKET; original_stage=stage_2_evidence_candidates; new_stage=stage_1_provisional_shortlist.,stage_1_provisional_shortlist,BLOCKED_MISSING_MARKET,BLOCKED_MISSING_MARKET,87
88,80,VNR,HNX,Tài chính / Bảo hiểm / Bảo hiểm phi nhân thọ / Tái bảo hiểm,Tài chính,insurance,55.2083,55.2083,53.611,87.5,95.0,33.3333,LEGACY_MARKET_MISSING,ONE_SOURCE_ONLY,DEMOTED_STAGE2_GATE,stage_1_provisional_shortlist,True,Current market gate status=BLOCKED_MISSING_MARKET; original_stage=stage_2_evidence_candidates; new_stage=stage_1_provisional_shortlist.,stage_1_provisional_shortlist,BLOCKED_MISSING_MARKET,BLOCKED_MISSING_MARKET,88
89,81,TNS,UPCoM,Nguyên vật liệu / Tài nguyên Cơ bản / Kim loại / Thép và sản phẩm thép,Nguyên vật liệu,non_financial,55.1858,55.1858,56.8693,87.5,90.0,33.3333,LEGACY_MARKET_MISSING,ONE_SOURCE_ONLY,DEMOTED_STAGE2_GATE,stage_1_provisional_shortlist,True,Current market gate status=BLOCKED_MISSING_MARKET; original_stage=stage_2_evidence_candidates; new_stage=stage_1_provisional_shortlist.,stage_1_provisional_shortlist,BLOCKED_MISSING_MARKET,BLOCKED_MISSING_MARKET,89
90,82,TEG,HOSE,Tài chính / Bất động sản / Bất động sản / Bất động sản,Tài chính,real_estate,55.1622,55.1622,56.7908,87.5,90.0,33.3333,LEGACY_MARKET_MISSING,ONE_SOURCE_ONLY,DEMOTED_STAGE2_GATE,stage_1_provisional_shortlist,True,Current market gate status=BLOCKED_MISSING_MARKET; original_stage=stage_2_evidence_candidates; new_stage=stage_1_provisional_shortlist.,stage_1_provisional_shortlist,BLOCKED_MISSING_MARKET,BLOCKED_MISSING_MARKET,90
91,83,VLB,UPCoM,Công nghiệp / Xây dựng và Vật liệu / Xây dựng và Vật liệu / Vật liệu xây dựng & Nội thất,Công nghiệp,non_financial,55.1127,55.1127,56.6257,87.5,90.0,33.3333,LEGACY_MARKET_MISSING,ONE_SOURCE_ONLY,DEMOTED_STAGE2_GATE,stage_1_provisional_shortlist,True,Current market gate status=BLOCKED_MISSING_MARKET; original_stage=stage_2_evidence_candidates; new_stage=stage_1_provisional_shortlist.,stage_1_provisional_shortlist,BLOCKED_MISSING_MARKET,BLOCKED_MISSING_MARKET,91
92,85,VTK,UPCoM,Công nghiệp / Hàng & Dịch vụ Công nghiệp / Tư vấn & Hỗ trợ Kinh doanh / Tư vấn & Hỗ trợ KD,Công nghiệp,non_financial,54.9252,54.9252,56.0008,87.5,90.0,33.3333,LEGACY_MARKET_MISSING,ONE_SOURCE_ONLY,DEMOTED_STAGE2_GATE,stage_1_provisional_shortlist,True,Current market gate status=BLOCKED_MISSING_MARKET; original_stage=stage_2_evidence_candidates; new_stage=stage_1_provisional_shortlist.,stage_1_provisional_shortlist,BLOCKED_MISSING_MARKET,BLOCKED_MISSING_MARKET,92
93,86,TMT,HOSE,Hàng Tiêu dùng / Ô tô và phụ tùng / Ô tô và phụ tùng / Sản xuất ô tô,Hàng Tiêu dùng,non_financial,54.738,54.738,55.3767,87.5,90.0,33.3333,LEGACY_MARKET_MISSING,ONE_SOURCE_ONLY,DEMOTED_STAGE2_GATE,stage_1_provisional_shortlist,True,Current market gate status=BLOCKED_MISSING_MARKET; original_stage=stage_2_evidence_candidates; new_stage=stage_1_provisional_shortlist.,stage_1_provisional_shortlist,BLOCKED_MISSING_MARKET,BLOCKED_MISSING_MARKET,93
