balanced_rank,raw_rank,ticker,exchange,sector_raw,sector_bucket,firm_type,raw_evidence_priority_score,balanced_evidence_priority_score,liquidity_score,data_completeness_score,finance_sanity_score,source_coverage_score,market_crosscheck_status,finance_crosscheck_status,balance_action,evidence_stage,manual_review_required,reason
909,909,FT1,UPCoM,Công nghiệp / Hàng & Dịch vụ Công nghiệp / Công nghiệp nặng / Máy công nghiệp,Công nghiệp,non_financial,0.0,0.0,29.8767,0.0,0.0,0.0,NOT_CHECKED,ONE_SOURCE_ONLY,KEPT,stage_0_full_universe,True,Balanced evidence workload allocation only. raw_rank=909; balance_action=KEPT; market_crosscheck=NOT_CHECKED; finance_crosscheck=ONE_SOURCE_ONLY.
910,910,FTI,UPCoM,Hàng Tiêu dùng / Ô tô và phụ tùng / Ô tô và phụ tùng / Phụ tùng ô tô,Hàng Tiêu dùng,non_financial,0.0,0.0,0.0,0.0,0.0,0.0,NOT_CHECKED,ONE_SOURCE_ONLY,KEPT,stage_0_full_universe,True,Balanced evidence workload allocation only. raw_rank=910; balance_action=KEPT; market_crosscheck=NOT_CHECKED; finance_crosscheck=ONE_SOURCE_ONLY.
911,911,FTM,UPCoM,Hàng Tiêu dùng / Hàng cá nhân & Gia dụng / Hàng cá nhân / Hàng May mặc,Hàng Tiêu dùng,non_financial,0.0,0.0,58.3969,0.0,0.0,0.0,NOT_CHECKED,ONE_SOURCE_ONLY,KEPT,stage_0_full_universe,True,Balanced evidence workload allocation only. raw_rank=911; balance_action=KEPT; market_crosscheck=NOT_CHECKED; finance_crosscheck=ONE_SOURCE_ONLY.
912,912,FTS,HOSE,Tài chính / Dịch vụ tài chính / Dịch vụ tài chính / Môi giới chứng khoán,Tài chính,securities,0.0,0.0,76.0318,0.0,0.0,0.0,NOT_CHECKED,ONE_SOURCE_ONLY,KEPT,stage_0_full_universe,True,Balanced evidence workload allocation only. raw_rank=912; balance_action=KEPT; market_crosscheck=NOT_CHECKED; finance_crosscheck=ONE_SOURCE_ONLY.
913,913,G20,UPCoM,Hàng Tiêu dùng / Hàng cá nhân & Gia dụng / Hàng cá nhân / Hàng May mặc,Hàng Tiêu dùng,non_financial,0.0,0.0,41.6791,0.0,0.0,0.0,NOT_CHECKED,ONE_SOURCE_ONLY,KEPT,stage_0_full_universe,True,Balanced evidence workload allocation only. raw_rank=913; balance_action=KEPT; market_crosscheck=NOT_CHECKED; finance_crosscheck=ONE_SOURCE_ONLY.
914,914,G36,UPCoM,Công nghiệp / Xây dựng và Vật liệu / Xây dựng và Vật liệu / Xây dựng,Công nghiệp,non_financial,0.0,0.0,65.4929,0.0,0.0,0.0,NOT_CHECKED,ONE_SOURCE_ONLY,KEPT,stage_0_full_universe,True,Balanced evidence workload allocation only. raw_rank=914; balance_action=KEPT; market_crosscheck=NOT_CHECKED; finance_crosscheck=ONE_SOURCE_ONLY.
915,915,GAB,UPCoM,Công nghiệp / Xây dựng và Vật liệu / Xây dựng và Vật liệu / Vật liệu xây dựng & Nội thất,Công nghiệp,non_financial,0.0,0.0,0.0,0.0,0.0,0.0,NOT_CHECKED,ONE_SOURCE_ONLY,KEPT,stage_0_full_universe,True,Balanced evidence workload allocation only. raw_rank=915; balance_action=KEPT; market_crosscheck=NOT_CHECKED; finance_crosscheck=ONE_SOURCE_ONLY.
916,916,GAS,HOSE,"Tiện ích Cộng đồng / Điện, nước & xăng dầu khí đốt / Nước & Khí đốt / Phân phối xăng dầu & khí đốt",Tiện ích Cộng đồng,non_financial,0.0,0.0,85.8932,0.0,0.0,0.0,NOT_CHECKED,ONE_SOURCE_ONLY,KEPT,stage_0_full_universe,True,Balanced evidence workload allocation only. raw_rank=916; balance_action=KEPT; market_crosscheck=NOT_CHECKED; finance_crosscheck=ONE_SOURCE_ONLY.
917,917,GCB,UPCoM,"Tiện ích Cộng đồng / Điện, nước & xăng dầu khí đốt / Nước & Khí đốt / Phân phối xăng dầu & khí đốt",Tiện ích Cộng đồng,non_financial,0.0,0.0,13.64,0.0,0.0,0.0,NOT_CHECKED,ONE_SOURCE_ONLY,KEPT,stage_0_full_universe,True,Balanced evidence workload allocation only. raw_rank=917; balance_action=KEPT; market_crosscheck=NOT_CHECKED; finance_crosscheck=ONE_SOURCE_ONLY.
918,918,GCF,UPCoM,Hàng Tiêu dùng / Thực phẩm và đồ uống / Sản xuất thực phẩm / Thực phẩm,Hàng Tiêu dùng,non_financial,0.0,0.0,64.3439,0.0,0.0,0.0,NOT_CHECKED,ONE_SOURCE_ONLY,KEPT,stage_0_full_universe,True,Balanced evidence workload allocation only. raw_rank=918; balance_action=KEPT; market_crosscheck=NOT_CHECKED; finance_crosscheck=ONE_SOURCE_ONLY.
919,919,GDA,UPCoM,Nguyên vật liệu / Tài nguyên Cơ bản / Kim loại / Thép và sản phẩm thép,Nguyên vật liệu,non_financial,0.0,0.0,58.4423,0.0,0.0,0.0,NOT_CHECKED,ONE_SOURCE_ONLY,KEPT,stage_0_full_universe,True,Balanced evidence workload allocation only. raw_rank=919; balance_action=KEPT; market_crosscheck=NOT_CHECKED; finance_crosscheck=ONE_SOURCE_ONLY.
920,920,GDH,UPCoM,Công nghiệp / Xây dựng và Vật liệu / Xây dựng và Vật liệu / Xây dựng,Công nghiệp,non_financial,0.0,0.0,0.0,0.0,0.0,0.0,NOT_CHECKED,ONE_SOURCE_ONLY,KEPT,stage_0_full_universe,True,Balanced evidence workload allocation only. raw_rank=920; balance_action=KEPT; market_crosscheck=NOT_CHECKED; finance_crosscheck=ONE_SOURCE_ONLY.
921,921,GDT,HOSE,Hàng Tiêu dùng / Hàng cá nhân & Gia dụng / Hàng gia dụng / Thiết bị gia dụng,Hàng Tiêu dùng,non_financial,0.0,0.0,54.478,0.0,0.0,0.0,NOT_CHECKED,ONE_SOURCE_ONLY,KEPT,stage_0_full_universe,True,Balanced evidence workload allocation only. raw_rank=921; balance_action=KEPT; market_crosscheck=NOT_CHECKED; finance_crosscheck=ONE_SOURCE_ONLY.
922,922,GDW,HNX,"Tiện ích Cộng đồng / Điện, nước & xăng dầu khí đốt / Nước & Khí đốt / Nước",Tiện ích Cộng đồng,non_financial,0.0,0.0,0.0,0.0,0.0,0.0,NOT_CHECKED,ONE_SOURCE_ONLY,KEPT,stage_0_full_universe,True,Balanced evidence workload allocation only. raw_rank=922; balance_action=KEPT; market_crosscheck=NOT_CHECKED; finance_crosscheck=ONE_SOURCE_ONLY.
923,923,GE2,UPCoM,"Tiện ích Cộng đồng / Điện, nước & xăng dầu khí đốt / Sản xuất & Phân phối Điện / Sản xuất & Phân phối Điện",Tiện ích Cộng đồng,non_financial,0.0,0.0,40.6845,0.0,0.0,0.0,NOT_CHECKED,ONE_SOURCE_ONLY,KEPT,stage_0_full_universe,True,Balanced evidence workload allocation only. raw_rank=923; balance_action=KEPT; market_crosscheck=NOT_CHECKED; finance_crosscheck=ONE_SOURCE_ONLY.
924,924,GEE,HOSE,Công nghiệp / Hàng & Dịch vụ Công nghiệp / Điện tử & Thiết bị điện / Thiết bị điện,Công nghiệp,non_financial,0.0,0.0,80.3427,0.0,0.0,0.0,NOT_CHECKED,ONE_SOURCE_ONLY,KEPT,stage_0_full_universe,True,Balanced evidence workload allocation only. raw_rank=924; balance_action=KEPT; market_crosscheck=NOT_CHECKED; finance_crosscheck=ONE_SOURCE_ONLY.
925,925,GEG,HOSE,"Tiện ích Cộng đồng / Điện, nước & xăng dầu khí đốt / Sản xuất & Phân phối Điện / Sản xuất & Phân phối Điện",Tiện ích Cộng đồng,non_financial,0.0,0.0,72.826,0.0,0.0,0.0,NOT_CHECKED,ONE_SOURCE_ONLY,KEPT,stage_0_full_universe,True,Balanced evidence workload allocation only. raw_rank=925; balance_action=KEPT; market_crosscheck=NOT_CHECKED; finance_crosscheck=ONE_SOURCE_ONLY.
926,926,GEL,HOSE,Công nghiệp / Xây dựng và Vật liệu / Xây dựng và Vật liệu / Vật liệu xây dựng & Nội thất,Công nghiệp,non_financial,0.0,0.0,0.0,0.0,0.0,0.0,NOT_CHECKED,ONE_SOURCE_ONLY,KEPT,stage_0_full_universe,True,Balanced evidence workload allocation only. raw_rank=926; balance_action=KEPT; market_crosscheck=NOT_CHECKED; finance_crosscheck=ONE_SOURCE_ONLY.
927,927,GER,UPCoM,"Nguyên vật liệu / Hóa chất / Hóa chất / Nhựa, cao su & sợi",Nguyên vật liệu,non_financial,0.0,0.0,0.0,0.0,0.0,0.0,NOT_CHECKED,ONE_SOURCE_ONLY,KEPT,stage_0_full_universe,True,Balanced evidence workload allocation only. raw_rank=927; balance_action=KEPT; market_crosscheck=NOT_CHECKED; finance_crosscheck=ONE_SOURCE_ONLY.
928,928,GEX,HOSE,Công nghiệp / Hàng & Dịch vụ Công nghiệp / Điện tử & Thiết bị điện / Thiết bị điện,Công nghiệp,non_financial,0.0,0.0,94.8985,0.0,0.0,0.0,NOT_CHECKED,ONE_SOURCE_ONLY,KEPT,stage_0_full_universe,True,Balanced evidence workload allocation only. raw_rank=928; balance_action=KEPT; market_crosscheck=NOT_CHECKED; finance_crosscheck=ONE_SOURCE_ONLY.
929,929,GGG,UPCoM,Hàng Tiêu dùng / Ô tô và phụ tùng / Ô tô và phụ tùng / Sản xuất ô tô,Hàng Tiêu dùng,non_financial,0.0,0.0,43.8327,0.0,0.0,0.0,NOT_CHECKED,ONE_SOURCE_ONLY,KEPT,stage_0_full_universe,True,Balanced evidence workload allocation only. raw_rank=929; balance_action=KEPT; market_crosscheck=NOT_CHECKED; finance_crosscheck=ONE_SOURCE_ONLY.
930,930,GH3,UPCoM,Công nghiệp / Xây dựng và Vật liệu / Xây dựng và Vật liệu / Xây dựng,Công nghiệp,non_financial,0.0,0.0,0.0,0.0,0.0,0.0,NOT_CHECKED,ONE_SOURCE_ONLY,KEPT,stage_0_full_universe,True,Balanced evidence workload allocation only. raw_rank=930; balance_action=KEPT; market_crosscheck=NOT_CHECKED; finance_crosscheck=ONE_SOURCE_ONLY.
931,931,GHC,HOSE,"Tiện ích Cộng đồng / Điện, nước & xăng dầu khí đốt / Sản xuất & Phân phối Điện / Sản xuất & Phân phối Điện",Tiện ích Cộng đồng,non_financial,0.0,0.0,53.8537,0.0,0.0,0.0,NOT_CHECKED,ONE_SOURCE_ONLY,KEPT,stage_0_full_universe,True,Balanced evidence workload allocation only. raw_rank=931; balance_action=KEPT; market_crosscheck=NOT_CHECKED; finance_crosscheck=ONE_SOURCE_ONLY.
932,932,GIC,HNX,"Công nghiệp / Hàng & Dịch vụ Công nghiệp / Vận tải / Kho bãi, hậu cần và bảo dưỡng",Công nghiệp,non_financial,0.0,0.0,30.167,0.0,0.0,0.0,NOT_CHECKED,ONE_SOURCE_ONLY,KEPT,stage_0_full_universe,True,Balanced evidence workload allocation only. raw_rank=932; balance_action=KEPT; market_crosscheck=NOT_CHECKED; finance_crosscheck=ONE_SOURCE_ONLY.
933,933,GIL,HOSE,Hàng Tiêu dùng / Hàng cá nhân & Gia dụng / Hàng cá nhân / Hàng May mặc,Hàng Tiêu dùng,non_financial,0.0,0.0,68.1853,0.0,0.0,0.0,NOT_CHECKED,ONE_SOURCE_ONLY,KEPT,stage_0_full_universe,True,Balanced evidence workload allocation only. raw_rank=933; balance_action=KEPT; market_crosscheck=NOT_CHECKED; finance_crosscheck=ONE_SOURCE_ONLY.
934,934,GKM,HNX,Công nghiệp / Xây dựng và Vật liệu / Xây dựng và Vật liệu / Vật liệu xây dựng & Nội thất,Công nghiệp,non_financial,0.0,0.0,62.067,0.0,0.0,0.0,NOT_CHECKED,ONE_SOURCE_ONLY,KEPT,stage_0_full_universe,True,Balanced evidence workload allocation only. raw_rank=934; balance_action=KEPT; market_crosscheck=NOT_CHECKED; finance_crosscheck=ONE_SOURCE_ONLY.
935,935,GLC,UPCoM,Nguyên vật liệu / Tài nguyên Cơ bản / Khai khoáng / Khai thác vàng,Nguyên vật liệu,non_financial,0.0,0.0,0.0,0.0,0.0,0.0,NOT_CHECKED,ONE_SOURCE_ONLY,KEPT,stage_0_full_universe,True,Balanced evidence workload allocation only. raw_rank=935; balance_action=KEPT; market_crosscheck=NOT_CHECKED; finance_crosscheck=ONE_SOURCE_ONLY.
936,936,GLT,HNX,Hàng Tiêu dùng / Hàng cá nhân & Gia dụng / Hàng hóa giải trí / Điện tử tiêu dùng,Hàng Tiêu dùng,non_financial,0.0,0.0,58.6919,0.0,0.0,0.0,NOT_CHECKED,ONE_SOURCE_ONLY,KEPT,stage_0_full_universe,True,Balanced evidence workload allocation only. raw_rank=936; balance_action=KEPT; market_crosscheck=NOT_CHECKED; finance_crosscheck=ONE_SOURCE_ONLY.
937,937,GLW,UPCoM,"Tiện ích Cộng đồng / Điện, nước & xăng dầu khí đốt / Nước & Khí đốt / Nước",Tiện ích Cộng đồng,non_financial,0.0,0.0,0.0,0.0,0.0,0.0,NOT_CHECKED,ONE_SOURCE_ONLY,KEPT,stage_0_full_universe,True,Balanced evidence workload allocation only. raw_rank=937; balance_action=KEPT; market_crosscheck=NOT_CHECKED; finance_crosscheck=ONE_SOURCE_ONLY.
938,938,GMA,HNX,Hàng Tiêu dùng / Ô tô và phụ tùng / Ô tô và phụ tùng / Sản xuất ô tô,Hàng Tiêu dùng,non_financial,0.0,0.0,0.0,0.0,0.0,0.0,NOT_CHECKED,ONE_SOURCE_ONLY,KEPT,stage_0_full_universe,True,Balanced evidence workload allocation only. raw_rank=938; balance_action=KEPT; market_crosscheck=NOT_CHECKED; finance_crosscheck=ONE_SOURCE_ONLY.
939,939,GMC,UPCoM,Hàng Tiêu dùng / Hàng cá nhân & Gia dụng / Hàng cá nhân / Hàng May mặc,Hàng Tiêu dùng,non_financial,0.0,0.0,42.8267,0.0,0.0,0.0,NOT_CHECKED,ONE_SOURCE_ONLY,KEPT,stage_0_full_universe,True,Balanced evidence workload allocation only. raw_rank=939; balance_action=KEPT; market_crosscheck=NOT_CHECKED; finance_crosscheck=ONE_SOURCE_ONLY.
940,940,GMD,HOSE,"Công nghiệp / Hàng & Dịch vụ Công nghiệp / Vận tải / Kho bãi, hậu cần và bảo dưỡng",Công nghiệp,non_financial,0.0,0.0,78.7357,0.0,0.0,0.0,NOT_CHECKED,ONE_SOURCE_ONLY,KEPT,stage_0_full_universe,True,Balanced evidence workload allocation only. raw_rank=940; balance_action=KEPT; market_crosscheck=NOT_CHECKED; finance_crosscheck=ONE_SOURCE_ONLY.
941,941,GMH,HOSE,Công nghiệp / Xây dựng và Vật liệu / Xây dựng và Vật liệu / Vật liệu xây dựng & Nội thất,Công nghiệp,non_financial,0.0,0.0,41.7164,0.0,0.0,0.0,NOT_CHECKED,ONE_SOURCE_ONLY,KEPT,stage_0_full_universe,True,Balanced evidence workload allocation only. raw_rank=941; balance_action=KEPT; market_crosscheck=NOT_CHECKED; finance_crosscheck=ONE_SOURCE_ONLY.
942,942,GMX,HNX,Công nghiệp / Xây dựng và Vật liệu / Xây dựng và Vật liệu / Vật liệu xây dựng & Nội thất,Công nghiệp,non_financial,0.0,0.0,34.6365,0.0,0.0,0.0,NOT_CHECKED,ONE_SOURCE_ONLY,KEPT,stage_0_full_universe,True,Balanced evidence workload allocation only. raw_rank=942; balance_action=KEPT; market_crosscheck=NOT_CHECKED; finance_crosscheck=ONE_SOURCE_ONLY.
943,943,GND,UPCoM,Công nghiệp / Xây dựng và Vật liệu / Xây dựng và Vật liệu / Vật liệu xây dựng & Nội thất,Công nghiệp,non_financial,0.0,0.0,23.384,0.0,0.0,0.0,NOT_CHECKED,ONE_SOURCE_ONLY,KEPT,stage_0_full_universe,True,Balanced evidence workload allocation only. raw_rank=943; balance_action=KEPT; market_crosscheck=NOT_CHECKED; finance_crosscheck=ONE_SOURCE_ONLY.
944,944,GPC,UPCoM,Dược phẩm và Y tế / Y tế / Dược phẩm / Dược phẩm,Dược phẩm và Y tế,non_financial,0.0,0.0,58.2057,0.0,0.0,0.0,NOT_CHECKED,ONE_SOURCE_ONLY,KEPT,stage_0_full_universe,True,Balanced evidence workload allocation only. raw_rank=944; balance_action=KEPT; market_crosscheck=NOT_CHECKED; finance_crosscheck=ONE_SOURCE_ONLY.
945,945,GQN,UPCoM,Hàng Tiêu dùng / Thực phẩm và đồ uống / Sản xuất thực phẩm / Nuôi trồng nông & hải sản,Hàng Tiêu dùng,non_financial,0.0,0.0,0.0,0.0,0.0,0.0,NOT_CHECKED,ONE_SOURCE_ONLY,KEPT,stage_0_full_universe,True,Balanced evidence workload allocation only. raw_rank=945; balance_action=KEPT; market_crosscheck=NOT_CHECKED; finance_crosscheck=ONE_SOURCE_ONLY.
946,946,GSM,UPCoM,"Tiện ích Cộng đồng / Điện, nước & xăng dầu khí đốt / Sản xuất & Phân phối Điện / Sản xuất & Phân phối Điện",Tiện ích Cộng đồng,non_financial,0.0,0.0,45.2531,0.0,0.0,0.0,NOT_CHECKED,ONE_SOURCE_ONLY,KEPT,stage_0_full_universe,True,Balanced evidence workload allocation only. raw_rank=946; balance_action=KEPT; market_crosscheck=NOT_CHECKED; finance_crosscheck=ONE_SOURCE_ONLY.
947,947,GSP,HOSE,Công nghiệp / Hàng & Dịch vụ Công nghiệp / Vận tải / Vận tải Thủy,Công nghiệp,non_financial,0.0,0.0,65.9587,0.0,0.0,0.0,NOT_CHECKED,ONE_SOURCE_ONLY,KEPT,stage_0_full_universe,True,Balanced evidence workload allocation only. raw_rank=947; balance_action=KEPT; market_crosscheck=NOT_CHECKED; finance_crosscheck=ONE_SOURCE_ONLY.
948,948,GTA,HOSE,Nguyên vật liệu / Tài nguyên Cơ bản / Lâm nghiệp và Giấy / Lâm sản và Chế biến gỗ,Nguyên vật liệu,non_financial,0.0,0.0,25.6593,0.0,0.0,0.0,NOT_CHECKED,ONE_SOURCE_ONLY,KEPT,stage_0_full_universe,True,Balanced evidence workload allocation only. raw_rank=948; balance_action=KEPT; market_crosscheck=NOT_CHECKED; finance_crosscheck=ONE_SOURCE_ONLY.
949,949,GTD,UPCoM,Hàng Tiêu dùng / Hàng cá nhân & Gia dụng / Hàng cá nhân / Giầy dép,Hàng Tiêu dùng,non_financial,0.0,0.0,0.0,0.0,0.0,0.0,NOT_CHECKED,ONE_SOURCE_ONLY,KEPT,stage_0_full_universe,True,Balanced evidence workload allocation only. raw_rank=949; balance_action=KEPT; market_crosscheck=NOT_CHECKED; finance_crosscheck=ONE_SOURCE_ONLY.
950,950,GTH,UPCoM,Công nghiệp / Xây dựng và Vật liệu / Xây dựng và Vật liệu / Xây dựng,Công nghiệp,non_financial,0.0,0.0,56.7352,0.0,0.0,0.0,NOT_CHECKED,ONE_SOURCE_ONLY,KEPT,stage_0_full_universe,True,Balanced evidence workload allocation only. raw_rank=950; balance_action=KEPT; market_crosscheck=NOT_CHECKED; finance_crosscheck=ONE_SOURCE_ONLY.
951,951,GTK,UPCoM,Hàng Tiêu dùng / Hàng cá nhân & Gia dụng / Hàng cá nhân / Giầy dép,Hàng Tiêu dùng,non_financial,0.0,0.0,0.0,0.0,0.0,0.0,NOT_CHECKED,ONE_SOURCE_ONLY,KEPT,stage_0_full_universe,True,Balanced evidence workload allocation only. raw_rank=951; balance_action=KEPT; market_crosscheck=NOT_CHECKED; finance_crosscheck=ONE_SOURCE_ONLY.
952,952,GTS,UPCoM,Công nghiệp / Xây dựng và Vật liệu / Xây dựng và Vật liệu / Xây dựng,Công nghiệp,non_financial,0.0,0.0,17.3183,0.0,0.0,0.0,NOT_CHECKED,ONE_SOURCE_ONLY,KEPT,stage_0_full_universe,True,Balanced evidence workload allocation only. raw_rank=952; balance_action=KEPT; market_crosscheck=NOT_CHECKED; finance_crosscheck=ONE_SOURCE_ONLY.
953,953,GTT,HOSE,Dịch vụ Tiêu dùng / Du lịch và Giải trí / Du lịch & Giải trí / Dịch vụ giải trí,Dịch vụ Tiêu dùng,non_financial,0.0,0.0,0.0,0.0,0.0,0.0,NOT_CHECKED,ONE_SOURCE_ONLY,KEPT,stage_0_full_universe,True,Balanced evidence workload allocation only. raw_rank=953; balance_action=KEPT; market_crosscheck=NOT_CHECKED; finance_crosscheck=ONE_SOURCE_ONLY.
954,954,GVR,HOSE,"Nguyên vật liệu / Hóa chất / Hóa chất / Nhựa, cao su & sợi",Nguyên vật liệu,non_financial,0.0,0.0,87.5166,0.0,0.0,0.0,NOT_CHECKED,ONE_SOURCE_ONLY,KEPT,stage_0_full_universe,True,Balanced evidence workload allocation only. raw_rank=954; balance_action=KEPT; market_crosscheck=NOT_CHECKED; finance_crosscheck=ONE_SOURCE_ONLY.
955,955,GVT,UPCoM,Nguyên vật liệu / Tài nguyên Cơ bản / Lâm nghiệp và Giấy / Sản xuất giấy,Nguyên vật liệu,non_financial,0.0,0.0,39.1262,0.0,0.0,0.0,NOT_CHECKED,ONE_SOURCE_ONLY,KEPT,stage_0_full_universe,True,Balanced evidence workload allocation only. raw_rank=955; balance_action=KEPT; market_crosscheck=NOT_CHECKED; finance_crosscheck=ONE_SOURCE_ONLY.
956,956,H11,UPCoM,Công nghiệp / Xây dựng và Vật liệu / Xây dựng và Vật liệu / Xây dựng,Công nghiệp,non_financial,0.0,0.0,47.0804,0.0,0.0,0.0,NOT_CHECKED,ONE_SOURCE_ONLY,KEPT,stage_0_full_universe,True,Balanced evidence workload allocation only. raw_rank=956; balance_action=KEPT; market_crosscheck=NOT_CHECKED; finance_crosscheck=ONE_SOURCE_ONLY.
957,957,HAB,UPCoM,"Dịch vụ Tiêu dùng / Truyền thông / Truyền thông / Sách, ấn bản & sản phẩm văn hóa",Dịch vụ Tiêu dùng,non_financial,0.0,0.0,0.0,0.0,0.0,0.0,NOT_CHECKED,ONE_SOURCE_ONLY,KEPT,stage_0_full_universe,True,Balanced evidence workload allocation only. raw_rank=957; balance_action=KEPT; market_crosscheck=NOT_CHECKED; finance_crosscheck=ONE_SOURCE_ONLY.
958,958,HAC,UPCoM,Tài chính / Dịch vụ tài chính / Dịch vụ tài chính / Môi giới chứng khoán,Tài chính,securities,0.0,0.0,42.0763,0.0,0.0,0.0,NOT_CHECKED,ONE_SOURCE_ONLY,KEPT,stage_0_full_universe,True,Balanced evidence workload allocation only. raw_rank=958; balance_action=KEPT; market_crosscheck=NOT_CHECKED; finance_crosscheck=ONE_SOURCE_ONLY.
959,959,HAD,HNX,Hàng Tiêu dùng / Thực phẩm và đồ uống / Bia và đồ uống / Sản xuất bia,Hàng Tiêu dùng,non_financial,0.0,0.0,31.4306,0.0,0.0,0.0,NOT_CHECKED,ONE_SOURCE_ONLY,KEPT,stage_0_full_universe,True,Balanced evidence workload allocation only. raw_rank=959; balance_action=KEPT; market_crosscheck=NOT_CHECKED; finance_crosscheck=ONE_SOURCE_ONLY.
960,960,HAF,UPCoM,Hàng Tiêu dùng / Thực phẩm và đồ uống / Sản xuất thực phẩm / Thực phẩm,Hàng Tiêu dùng,non_financial,0.0,0.0,19.5337,0.0,0.0,0.0,NOT_CHECKED,ONE_SOURCE_ONLY,KEPT,stage_0_full_universe,True,Balanced evidence workload allocation only. raw_rank=960; balance_action=KEPT; market_crosscheck=NOT_CHECKED; finance_crosscheck=ONE_SOURCE_ONLY.
961,961,HAG,HOSE,Hàng Tiêu dùng / Thực phẩm và đồ uống / Sản xuất thực phẩm / Nuôi trồng nông & hải sản,Hàng Tiêu dùng,non_financial,0.0,0.0,85.6619,0.0,0.0,0.0,NOT_CHECKED,ONE_SOURCE_ONLY,KEPT,stage_0_full_universe,True,Balanced evidence workload allocation only. raw_rank=961; balance_action=KEPT; market_crosscheck=NOT_CHECKED; finance_crosscheck=ONE_SOURCE_ONLY.
962,962,HAH,HOSE,"Công nghiệp / Hàng & Dịch vụ Công nghiệp / Vận tải / Kho bãi, hậu cần và bảo dưỡng",Công nghiệp,non_financial,0.0,0.0,76.1177,0.0,0.0,0.0,NOT_CHECKED,ONE_SOURCE_ONLY,KEPT,stage_0_full_universe,True,Balanced evidence workload allocation only. raw_rank=962; balance_action=KEPT; market_crosscheck=NOT_CHECKED; finance_crosscheck=ONE_SOURCE_ONLY.
963,963,HAI,UPCoM,"Nguyên vật liệu / Hóa chất / Hóa chất / Sản phẩm hóa dầu, Nông dược & Hóa chất khác",Nguyên vật liệu,non_financial,0.0,0.0,0.0,0.0,0.0,0.0,NOT_CHECKED,ONE_SOURCE_ONLY,KEPT,stage_0_full_universe,True,Balanced evidence workload allocation only. raw_rank=963; balance_action=KEPT; market_crosscheck=NOT_CHECKED; finance_crosscheck=ONE_SOURCE_ONLY.
964,964,HAM,UPCoM,Công nghiệp / Xây dựng và Vật liệu / Xây dựng và Vật liệu / Vật liệu xây dựng & Nội thất,Công nghiệp,non_financial,0.0,0.0,26.7894,0.0,0.0,0.0,NOT_CHECKED,ONE_SOURCE_ONLY,KEPT,stage_0_full_universe,True,Balanced evidence workload allocation only. raw_rank=964; balance_action=KEPT; market_crosscheck=NOT_CHECKED; finance_crosscheck=ONE_SOURCE_ONLY.
965,965,HAN,UPCoM,Công nghiệp / Xây dựng và Vật liệu / Xây dựng và Vật liệu / Xây dựng,Công nghiệp,non_financial,0.0,0.0,48.17,0.0,0.0,0.0,NOT_CHECKED,ONE_SOURCE_ONLY,KEPT,stage_0_full_universe,True,Balanced evidence workload allocation only. raw_rank=965; balance_action=KEPT; market_crosscheck=NOT_CHECKED; finance_crosscheck=ONE_SOURCE_ONLY.
966,966,HAP,HOSE,Nguyên vật liệu / Tài nguyên Cơ bản / Lâm nghiệp và Giấy / Sản xuất giấy,Nguyên vật liệu,non_financial,0.0,0.0,49.5527,0.0,0.0,0.0,NOT_CHECKED,ONE_SOURCE_ONLY,KEPT,stage_0_full_universe,True,Balanced evidence workload allocation only. raw_rank=966; balance_action=KEPT; market_crosscheck=NOT_CHECKED; finance_crosscheck=ONE_SOURCE_ONLY.
967,967,HAR,HOSE,Tài chính / Bất động sản / Bất động sản / Bất động sản,Tài chính,real_estate,0.0,0.0,66.3898,0.0,0.0,0.0,NOT_CHECKED,ONE_SOURCE_ONLY,KEPT,stage_0_full_universe,True,Balanced evidence workload allocation only. raw_rank=967; balance_action=KEPT; market_crosscheck=NOT_CHECKED; finance_crosscheck=ONE_SOURCE_ONLY.
968,968,HAS,HOSE,Công nghiệp / Xây dựng và Vật liệu / Xây dựng và Vật liệu / Xây dựng,Công nghiệp,non_financial,0.0,0.0,45.0912,0.0,0.0,0.0,NOT_CHECKED,ONE_SOURCE_ONLY,KEPT,stage_0_full_universe,True,Balanced evidence workload allocation only. raw_rank=968; balance_action=KEPT; market_crosscheck=NOT_CHECKED; finance_crosscheck=ONE_SOURCE_ONLY.
969,969,HAT,HNX,Hàng Tiêu dùng / Thực phẩm và đồ uống / Bia và đồ uống / Sản xuất bia,Hàng Tiêu dùng,non_financial,0.0,0.0,37.5112,0.0,0.0,0.0,NOT_CHECKED,ONE_SOURCE_ONLY,KEPT,stage_0_full_universe,True,Balanced evidence workload allocation only. raw_rank=969; balance_action=KEPT; market_crosscheck=NOT_CHECKED; finance_crosscheck=ONE_SOURCE_ONLY.
970,970,HAV,UPCoM,Hàng Tiêu dùng / Thực phẩm và đồ uống / Bia và đồ uống / Vang & Rượu mạnh,Hàng Tiêu dùng,non_financial,0.0,0.0,28.54,0.0,0.0,0.0,NOT_CHECKED,ONE_SOURCE_ONLY,KEPT,stage_0_full_universe,True,Balanced evidence workload allocation only. raw_rank=970; balance_action=KEPT; market_crosscheck=NOT_CHECKED; finance_crosscheck=ONE_SOURCE_ONLY.
